filename,taint result,taint failure reason,is vulnerability,applicable for utbot,not applicability reason,System,`while` cycle,`for` cycle,URLDecoder,Cookie,Runtime,Process,ProcessBuilder,Enumeration,ESAPI,SeparateClassRequest,OWASP Utils,Base64,StringBuilder
BenchmarkTest02430,FALSE,string decoding operations,TRUE,UNSURE,org.apache.commons.codec.binary.Base64 no class def + utbot fails on this example,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
BenchmarkTest02431,FALSE,addition of tainted data to a map does not taint the map,TRUE,TRUE,"",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
BenchmarkTest02432,FALSE,addition of tainted data to a map does not taint the map,TRUE,TRUE,"",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
BenchmarkTest02433,FALSE,creation of an array with a tainted value does not taint the array,TRUE,FALSE,reflection,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
BenchmarkTest02496,FALSE,usage of an array as a source return does not make the array tainted,TRUE,TRUE,"",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
BenchmarkTest02510,FALSE,usage of an array as a source return does not make the array tainted,FALSE,FALSE,org.apache.commons.codec.binary.Base64 no class def + utbot fails on this example + reflection,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
BenchmarkTest02511,FALSE,usage of an array as a source return does not make the array tainted,TRUE,TRUE,"",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
BenchmarkTest02512,FALSE,usage of an array as a source return does not make the array tainted,TRUE,TRUE,"",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
BenchmarkTest02513,FALSE,usage of an array as a source return does not make the array tainted,FALSE,TRUE,"",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
BenchmarkTest02514,FALSE,usage of an array as a source return does not make the array tainted,TRUE,UNSURE,org.apache.commons.codec.binary.Base64 no class def + utbot fails on this example,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
BenchmarkTest02515,FALSE,usage of an array as a source return does not make the array tainted,TRUE,FALSE,reflection,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
BenchmarkTest02516,FALSE,usage of an array as a source return does not make the array tainted,TRUE,TRUE,"",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
BenchmarkTest02517,FALSE,usage of an array as a source return does not make the array tainted,TRUE,FALSE,reflection,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
BenchmarkTest02518,FALSE,usage of an array as a source return does not make the array tainted,FALSE,TRUE,"",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
BenchmarkTest02610,FALSE,addition of tainted data into a list does not taint the list,FALSE,FALSE,difficult string manipulation + org.apache.commons.codec.binary.Base64 no class def,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
BenchmarkTest02611,FALSE,creation of an array with a tainted value does not taint the array,TRUE,FALSE,difficult string manipulation + reflection,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
BenchmarkTest02612,FALSE,creation of an array with a tainted value does not taint the array,TRUE,FALSE,difficult string manipulation + reflection,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
BenchmarkTest02613,FALSE,creation of an array with a tainted value does not taint the array,TRUE,FALSE,difficult string manipulation + org.apache.commons.codec.binary.Base64 no class def,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
BenchmarkTest02697,FALSE,addition of tainted data to a map does not taint the map,FALSE,TRUE,"",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
BenchmarkTest02698,FALSE,addition of a tainted value to a list does not taint the list,FALSE,FALSE,reflection,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
BenchmarkTest02699,FALSE,creation of an array with a tainted value does not taint the array,FALSE,TRUE,"",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
BenchmarkTest02713,FALSE,creation of an array with a tainted value does not taint the array,FALSE,TRUE,"",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
BenchmarkTest02714,FALSE,addition of tainted data into a list does not taint the list,FALSE,TRUE,"",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
